674982065942276,Sat,2014-12-13,Hangar," BuildingSociety",599,"The Building Society & Hangar present: Dimitri From Paris",18,n/a,n/a,n/a
1472282809686203,Fri,2014-09-19,"Button Factory"," Jack",602,Flashmob,20,15,10,n/a
1466473710312291,Sat,2015-08-29,"Button Factory"," Sense",603,"Sense with A Guy Called Gerald",12,10,n/a,n/a
1007416236005019,Fri,2015-09-25,Hangar," BuildingSociety",622,"Technotic 10th Birthday",10,8,6,n/a
1044769205536391,Fri,2015-09-18,"Opium Rooms"," Abstract",638,"Abstract presents Dj Sneak",15,12,10,n/a
878903545517847,Fri,2015-09-25,"Opium Rooms"," Abstract",640,"Abstract & Bedlam present Seff",15,12,10,n/a
878903545517847,Fri,2015-09-25,"Opium Rooms"," Bedlam",640,"Abstract & Bedlam present Seff",15,12,10,n/a
719123354825355,Sat,2014-11-15,"Button Factory"," Sense",640,"Sense Series - DJ EZ Ossie & Bobofunk",17,15,12,10
1666690830283011,Sat,2015-07-18,"Button Factory"," Sense",642,"Sense - Bodhi",10,8,n/a,n/a
1488361764780250,Fri,2014-10-31,"Opium Rooms"," Abstract",647,"Abstract 3rd Bday with Groove Armada (DJ SET)",30,25,20,n/a
362600497244843,Sat,2015-05-09,Hangar," BuildingSociety",673,"The Building Society & Zeshwan presents: Dustin Zahn",15,10,8,n/a
733297290083169,Fri,2014-12-26,"Opium Rooms"," Abstract",679,"Abstract X Together Disco presents: Krystal Klear",12,10,n/a,n/a
945844448811489,Sat,2015-08-22,"Button Factory"," Sense",712,"Sense with Guy Gerber",15,n/a,n/a,n/a
1400860600214613,Sat,2015-03-14,"Twisted Pepper"," Bodytonic",716,"Pogo: Dimensions 2015 Launch Party with Bicep & More || Welcome Pres. Mssingno",15,13,n/a,n/a
1525259397726378,Sat,2015-02-14,Hangar," BuildingSociety",735,"Clouds & Tessela: The Building Society 1ST Birthday Party",15,12,n/a,n/a
609404645789412,Fri,2013-12-13,"Twisted Pepper"," Subject",741,"Subject at Mud - Kerri Chandler",20,18,n/a,n/a
1415605315324441,Sun,2013-10-27,"The Village"," Jack",754,"MK at Jack Bank Holiday Sunday",20,n/a,n/a,n/a
157355044613918,Sat,2015-10-31,"Opium Rooms"," Abstract",758,"Mylo (DJ set)",20,18,15,12
637849559652442,Sat,2015-03-21,"Button Factory"," Bedlam",762,"Sense & Bedlam - Citizen",10,8,5,n/a
637849559652442,Sat,2015-03-21,"Button Factory"," Sense",762,"Sense & Bedlam - Citizen",10,8,5,n/a
1501701363463526,Sat,2015-11-07,"District 8"," Hidden Agenda",774,"Metropolis Night with Flight Facilities & Alle Farben",n/a,n/a,n/a,n/a
831018260330012,Fri,2015-09-04,Hangar," BuildingSociety",776,"Techno & Cans presents: Bjarki [Live]",12,10,8,n/a
460080850838748,Sat,2015-11-28,"District 8"," District8",776,"Levon Vincent & Fred P aka Black Jazz Consortium",18,15,12,n/a
698963536858501,Sat,2014-11-29,"District 8"," Subject",791,"Subject x Surge - Surgeon & TR\ER",18,15,n/a,n/a
1375311229405478,Mon,2014-03-17,"Twisted Pepper"," BuildingSociety",796,"The Building Society: St. Patrick's Day Feat. Tale Of Us Artful Dodger Florian Kupfer",15,n/a,n/a,n/a
1406707629632304,Sun,2015-05-03,Hangar," BuildingSociety",800,"The Building Society: Chris Liebing",22,20,15,n/a
614722151971411,Sat,2015-02-28,"Button Factory"," Sense",865,"Sense - Paul Woolford",14,12,8,n/a
654240504707870,Sun,2015-05-03,"Opium Rooms"," Abstract",875,"Mano Le Tough",20,18,15,n/a
1397689963863685,Sat,2015-02-28,Hangar," BuildingSociety",881,"The Building Society: Flashmob",15,12,10,n/a
893420627377646,Sat,2015-11-28,"Button Factory"," Sense",885,"Sense with George Fitzgerald",15,12,n/a,n/a
493136920839735,Sat,2015-07-25,Hangar," Hidden Agenda",896,"Hidden Agenda & The Building Society: tienne De Crcy",15,12,10,n/a
414911125284951,Fri,2013-09-13,"Button Factory"," Jack",955,"Fritz Kalkbrenner at Jack",20,17,15,n/a
691628104287918,Sat,2015-02-21,"Button Factory"," Sense",971,"Sense - Chris Lorenzo",10,8,n/a,n/a
1543110419272720,Fri,2015-05-08,"Button Factory"," StrictlyDeep",972,"Strictly Deep presents Waff",15,12,10,n/a
537448409657496,Sat,2013-11-16,"The Academy"," Sense",974,"Sense Live _ Redlight (UK)",15,10,8,n/a
549091808479903,Fri,2013-10-25,"Button Factory"," Jack",981,"Jack presents: MK",20,15,n/a,n/a
953974314675810,Sat,2015-12-26,"Opium Rooms"," Abstract",988,"Dave Clarke Stephens Day",18,15,12,10
953974314675810,Sat,2015-12-26,"Opium Rooms"," Subject",988,"Dave Clarke Stephens Day",18,15,12,10
1491437554487866,Sat,2015-10-03,Hangar," BuildingSociety",994,"The Building Society with Fake Blood",15,12,10,n/a
1647815138792197,Fri,2015-11-20,"District 8"," District8",1020,"Ben Sims & Randomer",20,18,15,n/a
1026269644058790,Fri,2015-10-16,"District 8"," District8",1036,"Derrick May",20,18,15,n/a
328979663975597,Wed,2014-12-31,"Twisted Pepper"," Bodytonic",1040,"Bodytonic & Subject's Happy New Year",15,12,n/a,n/a
1669911256585223,Fri,2015-11-27,Hangar," BuildingSociety",1042,"Strictly Deep IS 3: Sidney Charles & Sante",20,17,15,3
974922309238908,Sat,2015-10-17,Hangar," BuildingSociety",1042,"Strictly Deep with Leftwing & Kody",15,12,n/a,n/a
794268530654697,Fri,2015-04-24,"Opium Rooms"," Abstract",1043,"Abstract presents: Gui Boratto",20,18,15,12
478256779009574,Sat,2015-11-07,Hangar," BuildingSociety",1054,"Strictly Deep is 3: Waff",17,15,13,n/a
1602942086603207,Sat,2015-05-09,"Button Factory"," Sense",1076,"Sense - Low Steppa",10,n/a,n/a,n/a
288195068054837,Thu,2014-12-18,"Twisted Pepper"," Subject",1100,"Subject - Kerri Chandler",20,18,10,n/a
439716696206771,Fri,2015-09-11,"Button Factory"," Paradox",1102,"Paradox presents Marco Bailey",15,12,10,n/a
295878803869342,Sat,2015-09-19,"Corrib Princess"," Hidden Agenda",1118,"Hidden Agenda Boat Party After Party",10,n/a,n/a,n/a
1612439282356850,Sun,2015-10-25,Hangar," BuildingSociety",1122,"Cuartero - Bank Holiday Special Strictly Deep x TBS",15,12,n/a,n/a
1002506386442158,Fri,2014-12-26,"Button Factory"," Jack",1126,"Matador (Live)",20,12,10,n/a
1537562019795865,Fri,2014-10-10,"District 8"," Bedlam",1133,"Bedlam presents: Klingande-Tickets Available on the Door",15,n/a,n/a,n/a
1628512544077772,Fri,2015-10-16,Hangar," BuildingSociety",1147,"Techno & Cans presents: Clouds [Live]",15,12,10,n/a
924476347573473,Sat,2015-06-20,Hangar," BuildingSociety",1160,"The Building Society & Strictly Deep feat. Sant",15,12,10,n/a
907377242659335,Fri,2015-02-13,"Button Factory"," StrictlyDeep",1184,"Strictly Deep presents Mark Fanciulli",15,12,10,n/a
444974279016073,Sat,2015-10-03,"Button Factory"," Sense",1195,"Sense with Chris Lorenzo",15,12,n/a,n/a
1466581620326552,Sat,2015-10-17,"Button Factory"," Sense",1195,"Sense with Secondcity",17,15,n/a,n/a
1454258331569484,Sat,2015-09-12,Hangar," Subject",1196,"Subject x The Building Society - Perc & Jon Hussey",15,12,10,n/a
738920636143910,Wed,2014-12-31,"Opium Rooms"," Abstract",1242,"Abstract & Hidden Agenda present NYE with Phil Hartnoll - Orbital DJ Set",25,20,n/a,n/a
738920636143910,Wed,2014-12-31,"Opium Rooms"," Hidden Agenda",1242,"Abstract & Hidden Agenda present NYE with Phil Hartnoll - Orbital DJ Set",25,20,n/a,n/a
514238712036258,Sat,2014-08-23,"Button Factory"," Hidden Agenda",1248,"Hidden Agenda: Waze & Odyssey",15,12,n/a,n/a
514238712036258,Sat,2014-08-23,"Button Factory"," Hidden Agenda",1248,"Hidden Agenda: Waze & Odyssey",15,12,n/a,n/a
824440954318874,Sat,2015-08-29,"Opium Rooms"," Abstract",1250,"Subject is 8 // P3 - Subject x Abstract - Lil Louis",15,12,10,n/a
824440954318874,Sat,2015-08-29,"Opium Rooms"," Abstract",1250,"Abstract Day Party #1 with Volkoder",10,8,n/a,n/a
1383014075323063,Fri,2014-12-12,"District 8"," Subject",1304,"Subject x Surge - Dave Clarke & Perc",18,15,n/a,n/a
688472067851691,Sat,2015-09-26,"Button Factory"," Sense",1315,"Sense with Boddika",13,10,n/a,n/a
1174123095938272,Sat,2015-09-26,"District 8"," Bodytonic",1323,"Hidden Agenda & Bodytonic: Simian Mobile Disco",12,10,n/a,n/a
1174123095938272,Sat,2015-09-26,"District 8"," Hidden Agenda",1323,"Hidden Agenda & Bodytonic: Simian Mobile Disco",12,10,n/a,n/a
1537238776492668,Sat,2014-11-29,"District 8"," Subject",1370,"Subject x Surge - Surgeon & TR\ER",18,15,n/a,n/a
1587409194865136,Fri,2015-10-09,"Button Factory"," Paradox",1398,"Paradox presents Format B",18,15,12,10
1561732750747304,Fri,2015-03-06,"District 8"," Bedlam",1476,"Bedlam presents: Andhim & Kidnap Kid",15,13,n/a,n/a
1621018678130979,Fri,2015-05-22,"Button Factory"," Sense",1480,"Sense & Strictly Deep - Sidney Charles",15,12,10,n/a
480629998761671,Sat,2015-07-18,Hangar," BuildingSociety",1484,"The Building Society presents: Ejeca & Chambray",18,15,n/a,n/a
